text,toxicity,severe_toxicity,identity_attack,insult,total_toxicity
"Si vede lontano 1km che a lui non frega un cazzo,apri gli occhi fiorellino",0.45751464,0.02416241,0.014450782,0.4125297,0.908657532
"Sei un troll, vero?",0.39915034,0.009117126,0.0073255757,0.48627716,0.9018702017
@real_fox99 ma fatti i cavoli tuoi sono bellissimi insieme essere invidiosi fa male soprattutto a te,0.4269174,0.020386212,0.052035484,0.40243408,0.901773176
"@gabiguimaraes10 ridiculous... How we have finished you off and will destroy you

just observe 💙💛

We are the Champions 💛💙

Her zaman her yerde en büyük Fener 💙💛

Vammoooossss 🔥",0.32557452,0.23125283,0.041003603,0.28997475,0.887805703
"Conegliano vi spezza in 2, squadra di cessi 😂😂😂😂😂😂😂😂😂😂😂😂",0.37751234,0.019482423,0.034558404,0.4302003,0.861753467
MOSTROU A VARGAS QUE ELA NÃO É ESSA COCA COLA TODA,0.38601747,0.023076924,0.029917859,0.40243408,0.8414463329999999
@jucelino.evaristo kkkkkkkk Vakif e Cia vão tomar outra surra kkkkkkkk 😂,0.39021665,0.034110364,0.06431354,0.34548226,0.834122814
@el_patriciooo we would like to see happy people.. and you are not. So go away,0.4014846,0.013478675,0.018771807,0.37506318,0.808798262
"Primadonna , egocentrica, ho avuto modo di conoscerla fuori dal campo : insopportabile, piena di se altezzosa: meglio Silla, Orro, Castillo, Folie etc",0.3389984,0.013349563,0.022590388,0.42743355,0.802371901
Fatta così sembra che sei razzista😂,0.32971194,0.016254602,0.10221587,0.3486032,0.796785612
"Potresti essere un buon atleta, ma non hai una morale sportiva. Gli italiani non ti accetteranno mai del tutto, non sarai mai un italiano ai loro occhi, e nel primo momento in cui perderai una partita, la colpa sarà tua. Francamente non mi dispiace più per te, meriti tutto con quel carattere. E imoco ti ha fregato COSÌ BENE",0.3308965,0.023076924,0.06567776,0.35505778,0.774708964
@el_patriciooo bigot.,0.3389984,0.006904602,0.014149316,0.40420914,0.764261458
Sei un genio del male 😂😂😂😂,0.3367073,0.008850098,0.0073995716,0.37733194,0.7302889095999999
"Mi sto immaginando le quantità di Malox che hanno consumato e che ancora consumeranno quelli che scrivono sempre sull’Inter 🤣🤣
Che brutta bestia l’invidia 
Fine del video comunque azzeccato 🤣",0.32074678,0.011138916,0.021585498,0.34782293,0.7012941239999999
Sta roba da circo fa cagare!,0.39987978,0.019482423,0.006511623,0.25800487,0.6838786960000001
@gianluca.guerrieri forse proprio perché troppo forte…l’invidia è una brutta bestia 😘,0.34328604,0.00919342,0.018671319,0.30797598,0.6791267590000001
"Premetto che la colpa non è tua, ma di giornalisti, tifosi che ti hanno reso un loro feticcio, e nel tuo di politici che ti hanno messo su un piedistallo prendendoti come simbolo di chissà cosa, e rendendo quindi difficile per chiunque escluderti; ma con te in squadra né l'Italia né altra squadra (italiana) vincerà mai nulla. Questo perché le altre si aspettano che nelle difficoltà sia tu a cavare le castagne del fuoco e sanno che se si vince o si perde è merito o colpa della Egonu. È una storia che si ripete da decenni in qualunque sport, ci sono centinaia di esempi. Uno era Oscar Schmidt nel basket, a Caserta. Giocatori che sembrano di un altro pianeta, sembra assolutamente da pazzi rinunciarvi, ma, essendo sempre al centro dell'attenzione per le loro qualità da fuoriclasse, fanno rendere male tutti i compagni di squadra, che si sentono deresponsabilizzati. Appena li togli, e prendi uno meno forte ma con le caratteristiche giuste, quella squadra vince. Esistono tantissimi esempi anche nel calcio. Caratteristica di queste squadre è di sciogliersi completamente nei momenti decisivi, contro squadre amalgamate dovi tutti si sentono alla pari. Ripeto non è colpa tua, nel 90% nel tuo caso è colpa della politica",0.2854733,0.016641939,0.030433474,0.3388922,0.671440913
@lauro.zanchi lo sport più noioso al mondo 😂🤣😂,0.2854869,0.0051879883,0.014350293,0.26957804,0.5746032213000001
mamma mia ti rompeva tutto il braccio,0.4269174,0.024678862,0.033269364,0.082619295,0.567484921
Cazzo Gianluca però facci recuperare qualche puntata😂😂😂,0.37751234,0.021806452,0.0063266335,0.15236975,0.5580151755
💩,0.3286776,0.01935331,0.023796257,0.17858955,0.550416717
@brambillaroby che commento insulso!,0.2854971,0.0033569336,0.0040512653,0.24928534,0.5421906389
"Il calcio ormai è una pagliacciata,avete ragione voi🎪🤡",0.2540519,0.00579834,0.008694496,0.24493282,0.513477556
@gianluca.guerrieri non ce la fate proprio a non criticarla. Se gioca bene e non potete attaccarla sul rendimento allora è antipatica 😂,0.25462922,0.0042915344,0.007806548,0.24493282,0.5116601224
"A Vargas chorando no cantinho, não esperava o rajadão 🗣",0.2359567,0.008621216,0.019274252,0.24767025,0.511522418
I pray you lose every match you're in it was good selling the match,0.36456755,0.018384963,0.014249804,0.110259406,0.507461723
"@412t2prancinghorse27_1 io ogni volta che vedo la rete su, mi avvicino, sollevo le braccia superando la rete con tutte le mani e commento per stuzzicare: “Ma questi non solo non si muovono, ma non saltano nemmeno un caxxo!” 😂😂",0.3140926,0.021806452,0.014048826,0.15698463,0.506932508
"Oggi telecronaca del derby cs-cz bruno palermo imbarazzante, peggio dell' andata",0.23523538,0.005455017,0.008583503,0.24561718,0.49489108
Cuteee but my dearrrr! These earrings don't be slapping you in the face???,0.3722269,0.023076924,0.012139536,0.0777699,0.48521326
@chicoo_1011 you just can't accept the fact. Now you called me racist while I'm a big fans of Egonu and of course I love Chiaka as well,0.28087774,0.0104522705,0.10221587,0.082866095,0.4764119754999999
"@412t2prancinghorse27_1 poverino, viene bullizzato per la pallavolo da sempre, siamo 5 figli maschi e una femmina, lui e mia sorella hanno scelto il lato oscuro e noi gliela facciamo pagare 😂",0.25462922,0.012359619,0.058856625,0.11797678,0.443822244
damn,0.3317266,0.023076924,0.0045322375,0.07428485,0.4336206115
@va_akarsu wtf?,0.31686464,0.021548226,0.009693438,0.083112895,0.431219199
@fenerbahceskvolleyball haydi ordan geçen yıl ogbogu Queen sapladı 4-0 bu yılda egonu reis hadi ötede ağla,0.24763705,0.023458159,0.036105253,0.09416737,0.401367832
şok oldum ne ara hamileydi nasıl kaçırdım dedim 😂,0.23090743,0.015479924,0.059311368,0.0811385,0.386837222
u will lost at istanbul...,0.2763787,0.011672974,0.04641757,0.045007613,0.379476857
@real_fox99 guarda il tuo viso 😭😭😂,0.2396185,0.008621216,0.0075845607,0.11797678,0.3738010567
La egonu fortissima un vero fenomeno.......ma e' tanto forse troppo antipatica,0.1893425,0.002412796,0.0050687063,0.17361937,0.3704433723
Go to final yes yess... Hancurkan imoco 👏👏,0.22579013,0.015157142,0.013445892,0.110259406,0.36465257
"Abbiamo pallavoliste molto più forti e umili di lei e Sky sceglie le peggiori
Politica strana…",0.18079062,0.0020122528,0.008102531,0.16758773,0.3584931338
🤮🤮🤮🐵🐵🐵🐵🐵,0.23235008,0.023076924,0.006881601,0.08533409,0.347642695
@real_fox99 sono invidioso anch’io,0.23739935,0.006980896,0.022791367,0.07491849,0.342090103
Ella va a destruir a Sabino mañana,0.25462922,0.015996376,0.0069185994,0.05144889,0.3289930853999999
@paolaegonu 💩100%!!!,0.20335422,0.023076924,0.008065533,0.08533409,0.319830767
GO BACK TO IMOCO !!!,0.20149297,0.008239746,0.030433474,0.07872037,0.31888656
"Manchester utd - Everton non disponibile per i clienti sky calcio, VERGOGNAAAAAAAAAA",0.17805049,0.0029563904,0.0069185994,0.11464815,0.3025736298
@gianluca.guerrieri posso capire avere opinioni diverse ma proprio non so come si possa definire antipatica,0.15600902,0.0025749207,0.014551271,0.07523532,0.2483705317
Perché @skysport perché avete dovuto rovinarmi l’unica felicità del week da ferrarista. PERCHEEEEEE,0.16591948,0.0042152405,0.005512681,0.06826523,0.2439126314999999
"@selcukg.yrt well see, Vargas has competent help. But I've also seen her tank hard against vakifbank last year, the whole fenerbahçe team did, more than once. I'm sure they're not shaking in their spankies watching vero this year because there's only 1 threat and that's Paola. If Orro uses some brain cells and remembers Paola isn't who she is for NOTHING then vero will have a chance. But to rely on the ones who can't hit over the huge blocks, we'll we've seen what's gonna happen from past games.",0.15103401,0.0037193298,0.010063417,0.075868964,0.2406857208
🥸🥸😂😂😂💩💩💩,0.16851899,0.02116089,0.0058826595,0.036104713,0.2316672525
Cronaca e commento: insopportabili,0.1269396,0.001821518,0.0050317086,0.086852804,0.2206456306
"😍my GOD, my parents together. so many triggers",0.15324512,0.0074005127,0.016862517,0.031697463,0.2092056127
Del Piero alla fine...morto😂,0.13041082,0.0074386597,0.0031818156,0.061976057,0.2030073523
Mettete Sinner nelle pubblicità e poi la Pero a odiarlo in telecronaca,0.112540044,0.002784729,0.0053276913,0.06757036,0.1882228243
Terribile,0.11479026,0.003566742,0.0023586133,0.06477321,0.1854888253
Vorrei che fossi rimasto in Turchia,0.10002319,0.004711151,0.04306607,0.034011267,0.1818116779999999
Judge too belissimaa.. Judge was unfair..,0.11140333,0.001411438,0.0036812867,0.06337463,0.1798706847
🧐🤔 Takımlar transfer çalışması yaparken paula egono yu örnek almaları gerekir eğer hedefleri şampiyonluk ise egono dan daha iyisini bulması gerekiyor. Tekrar belirtmek de fayda var 😳🙀😱🥴😂🙈,0.104361884,0.005455017,0.007880543,0.061626412,0.179323856
Meda che Tristezza!!! Ha predo i Gradi? Ha spodestato anche Caressa?,0.103060275,0.0029182434,0.0032928092,0.062150877,0.1714222046
"dün bebek doğdu, bugün lohusa tabii 🧿",0.103494145,0.007133484,0.011469335,0.032799274,0.154896238
Ma veramente hai scritto sta cosa???...ma sicuramente non è suo no!!!...si capisce anche dall'altra foto!!!... 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,0.09438288,0.0015926361,0.0012301788,0.053205602,0.1504112969
Delete It,0.112746716,0.005302429,0.004680229,0.019032324,0.141761698
Fener’e bilenmiş bir Egonu görüyorum😂 işin çok zor be güzelim 😂,0.08083374,0.007133484,0.011765319,0.033019636,0.132752179
"irmã, é difícil carregar a arca sempre",0.0969861,0.0031852722,0.009286462,0.020837102,0.1302949362
Shutikat kaayo @makilamata,0.06500591,0.0061416626,0.015455672,0.035774168,0.1223774126
Quanta gente che non sta bene 😂😂😂😂😂,0.07054565,0.0011253357,0.0028118372,0.043250903,0.1177337259
Va be vado a piangere,0.069754265,0.002298355,0.001951637,0.030485468,0.104489725
Va be vado a piangere,0.069754265,0.002298355,0.001951637,0.030485468,0.104489725
Kıskandım. Of 😥,0.054037213,0.0038337708,0.004994711,0.024768941,0.0876346358
L audio di Caressa e Bergomi è bassissimo rispetto al resto!!!!,0.049336795,0.000910759,0.0015816584,0.034011267,0.0858404794
You deserve more😢,0.054531995,0.003604889,0.0060676485,0.018710041,0.0829145734999999
Özledik be Poli🥲,0.045378547,0.005455017,0.005512681,0.025800243,0.0821464879999999
@solo_santa19 I told you be carefull with your words,0.055274166,0.0021076202,0.0057346676,0.018452216,0.0815686698
Mamma miaaaaa,0.04735767,0.0042533875,0.0055866763,0.0233509,0.0805486337999999
"Anche per i prossimi 3 anni niente serie a, però oh avete tutte le partite di tennis del mondo, che tristezza",0.045131154,0.0009202957,0.00224762,0.029383656,0.0776827257
@real_fox99 jealous 🙄😏😏,0.04760506,0.0037574768,0.0021088778,0.023866551,0.0773379656
Sono i 60 mi piace che deludono 😂😂,0.045873325,0.0015449524,0.003884775,0.025026767,0.0763298194
"Gente, a Sylla não dá..",0.043399423,0.0011634827,0.0028118372,0.02373764,0.0711123829
@ridwan_pmngks i will be at Ankara 😔,0.03639866,0.0044822693,0.01274247,0.01648093,0.0701043293
two line fault in a row and you are prof player right ?,0.046368107,0.001115799,0.001812895,0.019547975,0.068844776
@wizoblack 😂😂😂😂😂😂,0.03734144,0.0062179565,0.0065856185,0.016632931,0.066777946
Uppercarita 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,0.03592727,0.0022888184,0.0010405647,0.0233509,0.0626075531
@chiaka11 that’s the price for this one 😂😂,0.03969839,0.0022697449,0.004421244,0.013288911,0.0596782899
Sono geloso,0.038519915,0.002117157,0.0039957687,0.014428918,0.0590617587
You are one of the best players. I am sad you succeed 😢,0.03639866,0.0015830994,0.0039587705,0.015036922,0.0569774519
😫,0.036162965,0.0025177002,0.0027933381,0.013478912,0.0549529153
"Yıllar yılığ, dert yoolundaağ 🥃🥃🚬",0.031684756,0.005378723,0.0023863618,0.015340924,0.0547907648
Stava per arrivare uno scaldabagno..😂,0.032391842,0.0014400482,0.001276426,0.01838776,0.0534960761999999
Sono geloso🔥,0.032156147,0.0018310547,0.002552852,0.012072904,0.0486129577
Peccato per @valse_27,0.027677942,0.0008678436,0.0014799143,0.017485369,0.0475110689
@sinaga.hakim we hope so but rummors said she will playing in LOVB next season 😢,0.027560094,0.0015735626,0.006363631,0.011996903,0.0474941906
@giuseppe_demartino_bassplayer 😮😮,0.026028076,0.001373291,0.002830336,0.014808921,0.045040624
"Nn sarà + il volto della F1 dicono ,spero nn sia vero 😢 @federicamasolin",0.022846194,0.00074386597,0.0020533812,0.016632931,0.04227637217
Manchi solo tu nella F1😢,0.021667719,0.0007534027,0.0008093281,0.017743196,0.0409736458
Mãe😭,0.023553278,0.0018119812,0.00258985,0.011274899,0.0392300082
Amooooo,0.02249265,0.0020503998,0.0047727237,0.009260887,0.0385766605
😮😮😮,0.02072494,0.0023841858,0.001933138,0.00975489,0.0347971538
❤️‍🩹,0.019351736,0.0025558472,0.0030708222,0.0096028885,0.0345812939
Come fai ad essere così forte in partita😫,0.01822079,0.00069618225,0.0007815797,0.014276917,0.03397546895
Ritorna😭😭😭,0.01834645,0.0010204315,0.0013874196,0.011540901,0.0322952020999999
La speranza non serve a niente,0.017843807,0.00041246414,0.0007029593,0.012832909,0.03179213944
"Ma non è suo , si capisce anche dall altra foto 🤦‍♀️",0.016587202,0.0004696846,0.0007954539,0.013364912,0.0312172524999999
@yayaaasmineee 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.017089844,0.002822876,0.0013966691,0.009203887,0.0305132761
@andreanuceteelliott l’eclisse 😢🥹,0.014953613,0.0010204315,0.0006937098,0.013554913,0.0302226673
@grix96 😂😂😂😂😂😂,0.016587202,0.0029563904,0.0011330594,0.0094128875,0.0300895392999999
🤦🤦🤦🤦,0.01646154,0.0022697449,0.0009804432,0.009545889,0.0292576171
"Lo so che sei impegnata, ma sono innamorato di te. Ok, mi sono dichiarato 😭😭😭",0.015204934,0.00096797943,0.002885833,0.009944891,0.02900363743
"Non è normale che per guardare il tennis bisogna comprare tutto il pacchetto sport, avreste potuto fare solo il pacchetto per il tennis👏",0.013948329,0.0003695488,0.00068446033,0.012642908,0.02764524613
@gabiguimaraes10 come to Milano Gabi we miss Egobi 🥺🥺🥺,0.013445686,0.0007581711,0.0018776412,0.010438894,0.0265203923
🤦‍♂️,0.014136819,0.0019168854,0.0007630808,0.009488888,0.0263056731999999
"Io la moto gp la sento senza audio, anche negli spot me lo infilano ☹",0.015016444,0.0007867813,0.0011006863,0.009336887,0.0262407986
Back to F1! 😢🥺 @federicamasolin @guidomeda @carlo_vanzini,0.013320025,0.0012493134,0.0014521659,0.009526889,0.0255483933
SKY BATTE DAZN 15 -.0,0.0131943645,0.0015926361,0.001933138,0.008595883,0.0253160216
Ludovico 😮non si può sentire 😢,0.012817383,0.0005507469,0.000846326,0.010932897,0.0251473529
Paura é???😂😂😂,0.012817383,0.00061511993,0.0010451894,0.008842885,0.02332057733
Manca il ciclismo 😪,0.0109324735,0.00040769577,0.00071683346,0.010742896,0.0227998987299999
@raffaeledel_prete oggi ci sono state le qualifiche e non c’erano… quindi è vero! 🥲,0.011183795,0.00054597855,0.001933138,0.007835878,0.02149878955
@lorennaccz sim 😭😭,0.010743983,0.0014209747,0.0010821873,0.0075888764,0.0208360214
WEC? GTWC? Addio 👋🏻👋🏻👋🏻,0.00816794,0.0010585785,0.001313424,0.0072468747,0.0177868172
@priiigomees Paolo 😭😭😭,0.007790958,0.0015449524,0.0005757791,0.007797878,0.0177095675
Troppo forte,0.00816794,0.00071525574,0.001105311,0.007645877,0.01763438374
Troppo forte 😂,0.0058432184,0.00046014786,0.00056421733,0.007493876,0.01436145959
Dispiace molto anche a@me 🥺,0.0058118035,0.00036478043,0.0010729379,0.006657871,0.01390739283
Poli we missed u a lot😢 Back to Vakıf ❤️,0.00512067,0.00044822693,0.0011746819,0.006325369,0.01306894783
Quinta finale consecutiva. Incredibile.,0.0046180277,0.00034332275,0.00062433886,0.0063823694,0.01196805871
